year,month,day,weight,flag,station,co2
1973,5,5,7,0,MLO,332.2
1973,5,12,7,0,MLO,332.3
1973,5,19,7,0,MLO,332.6
1973,5,26,6,0,MLO,332.5
1973,6,2,6,0,MLO,332.2
1973,6,9,7,0,MLO,332.5
1973,6,16,7,0,MLO,332.0
1973,6,23,7,0,MLO,331.6
1973,6,30,4,0,MLO,331.4
1973,7,7,6,0,MLO,331.5
1973,7,14,5,0,MLO,331.0
1973,7,21,5,0,MLO,330.0
1973,7,28,3,0,MLO,330.1
1973,8,4,4,0,MLO,330.0
1973,8,11,5,0,MLO,329.5
1973,8,18,4,0,MLO,329.3
1973,8,25,6,0,MLO,328.5
1973,9,1,5,0,MLO,328.4
1973,9,8,5,0,MLO,327.6
1973,9,15,5,0,MLO,327.8
1973,9,22,5,0,MLO,327.1
1973,9,29,2,0,MLO,326.6
1973,10,6,7,0,MLO,327.0
1973,10,13,4,0,MLO,327.4
1973,10,20,7,0,MLO,327.4
1973,10,27,6,0,MLO,327.1
1973,11,3,4,0,MLO,327.5
1973,11,10,5,0,MLO,328.0
1973,11,17,6,0,MLO,328.2
1973,11,24,5,0,MLO,328.5
1973,12,1,6,0,MLO,329.0
1973,12,8,2,0,MLO,328.7
1973,12,15,7,0,MLO,328.6
1973,12,22,7,0,MLO,328.2
1973,12,29,5,0,MLO,328.7
1974,1,5,7,0,MLO,328.9
1974,1,12,7,0,MLO,329.2
1974,1,19,6,0,MLO,329.4
1974,1,26,6,0,MLO,329.8
1974,2,2,7,0,MLO,330.5
1974,2,9,7,0,MLO,330.8
1974,2,16,7,0,MLO,330.6
1974,2,23,7,0,MLO,330.6
1974,3,2,7,0,MLO,330.7
1974,3,9,6,0,MLO,331.2
1974,3,16,7,0,MLO,332.1
1974,3,23,7,0,MLO,332.0
1974,3,30,7,0,MLO,331.5
1974,4,6,7,0,MLO,332.4
1974,4,13,7,0,MLO,332.1
1974,4,20,7,0,MLO,332.9
1974,4,27,7,0,MLO,333.1
1974,5,4,7,0,MLO,332.9
1974,5,11,7,0,MLO,333.0
1974,5,18,7,0,MLO,333.2
1974,5,25,7,0,MLO,332.8
1974,6,1,7,0,MLO,332.9
1974,6,8,6,0,MLO,332.0
1974,6,15,5,0,MLO,332.0
1974,6,22,6,0,MLO,332.2
1974,6,29,5,0,MLO,331.7
1974,7,6,6,0,MLO,331.7
1974,7,13,7,0,MLO,331.2
1974,7,20,5,0,MLO,330.4
1974,7,27,3,0,MLO,331.0
1974,8,3,6,0,MLO,330.0
1974,8,10,5,0,MLO,329.9
1974,8,17,6,0,MLO,329.2
1974,8,24,6,0,MLO,328.9
1974,8,31,7,0,MLO,328.1
1974,9,7,7,0,MLO,328.0
1974,9,14,7,0,MLO,327.3
1974,9,21,7,0,MLO,326.9
1974,9,28,7,0,MLO,327.3
1974,10,5,6,0,MLO,327.3
1974,10,12,6,0,MLO,327.0
1974,10,19,7,0,MLO,327.5
1974,10,26,7,0,MLO,327.7
1974,11,2,7,0,MLO,327.9
1974,11,9,7,0,MLO,328.0
1974,11,16,6,0,MLO,328.8
1974,11,23,6,0,MLO,328.6
1974,11,30,3,0,MLO,328.7
1974,12,7,2,0,MLO,329.5
1974,12,14,4,0,MLO,329.7
1974,12,21,7,0,MLO,329.8
1974,12,28,7,0,MLO,329.7
1975,1,4,4,0,MLO,329.9
1975,1,11,4,0,MLO,329.8
1975,1,18,4,0,MLO,330.2
1975,1,25,7,0,MLO,331.1
1975,2,1,6,0,MLO,331.1
1975,2,8,7,0,MLO,331.4
1975,2,15,7,0,MLO,331.0
1975,2,22,5,0,MLO,331.7
1975,3,1,7,0,MLO,331.8
1975,3,8,7,0,MLO,331.6
1975,3,15,7,0,MLO,331.9
1975,3,22,7,0,MLO,332.2
1975,3,29,6,0,MLO,332.5
1975,4,5,7,0,MLO,333.0
1975,4,12,6,0,MLO,333.5
1975,4,19,7,0,MLO,333.5
1975,4,26,7,0,MLO,333.1
1975,5,3,7,0,MLO,333.9
1975,5,10,7,0,MLO,333.9
1975,5,17,7,0,MLO,333.7
1975,5,24,7,0,MLO,333.7
1975,5,31,7,0,MLO,334.1
1975,6,7,7,0,MLO,333.8
1975,6,14,6,0,MLO,333.3
1975,6,21,7,0,MLO,333.4
1975,6,28,7,0,MLO,333.1
1975,7,5,5,0,MLO,332.7
1975,7,12,7,0,MLO,332.0
1975,7,19,5,0,MLO,331.0
1975,7,26,6,0,MLO,331.5
1975,8,2,7,0,MLO,330.8
1975,8,9,7,0,MLO,330.7
1975,8,16,5,0,MLO,330.3
1975,8,23,6,0,MLO,329.3
1975,8,30,6,0,MLO,328.8
1975,9,6,6,0,MLO,329.4
1975,9,13,6,0,MLO,328.5
1975,9,20,7,0,MLO,328.0
1975,9,27,6,0,MLO,328.2
1975,10,4,6,0,MLO,328.0
1975,10,11,5,0,MLO,328.0
1975,10,18,6,0,MLO,328.5
1975,10,25,6,0,MLO,328.8
1975,11,1,4,0,MLO,329.3
1975,11,8,6,0,MLO,329.2
1975,11,15,5,0,MLO,329.1
1975,11,22,3,0,MLO,329.5
1975,11,29,5,0,MLO,330.1
1975,12,6,7,0,MLO,330.3
1975,12,13,7,0,MLO,330.5
1975,12,20,5,0,MLO,331.1
1975,12,27,5,0,MLO,331.2
1976,1,3,7,0,MLO,331.5
1976,1,10,7,0,MLO,331.5
1976,1,17,7,0,MLO,331.7
1976,1,24,7,0,MLO,331.8
1976,1,31,5,0,MLO,332.2
1976,2,7,6,0,MLO,332.1
1976,2,14,7,0,MLO,332.5
1976,2,21,6,0,MLO,333.2
1976,2,28,5,0,MLO,332.4
1976,3,6,7,0,MLO,332.8
1976,3,13,7,0,MLO,333.6
1976,3,20,3,0,MLO,333.1
1976,3,27,7,0,MLO,334.3
1976,4,3,7,0,MLO,334.7
1976,4,10,6,0,MLO,334.2
1976,4,17,6,0,MLO,334.4
1976,4,24,6,0,MLO,334.5
1976,5,1,6,0,MLO,334.7
1976,5,8,5,0,MLO,334.3
1976,5,15,7,0,MLO,334.6
1976,5,22,6,0,MLO,335.4
1976,5,29,7,0,MLO,334.8
1976,6,5,7,0,MLO,334.3
1976,6,12,7,0,MLO,334.6
1976,6,19,6,0,MLO,334.3
1976,7,3,6,0,MLO,333.6
1976,7,10,6,0,MLO,333.4
1976,7,17,4,0,MLO,332.8
1976,7,24,7,0,MLO,332.4
1976,7,31,6,0,MLO,332.1
1976,8,7,6,0,MLO,331.7
1976,8,14,6,0,MLO,330.6
1976,8,21,5,0,MLO,330.6
1976,8,28,1,0,MLO,330.0
1976,9,4,5,0,MLO,329.7
1976,9,11,4,0,MLO,330.0
1976,9,18,7,0,MLO,329.3
1976,9,25,5,0,MLO,328.4
1976,10,2,4,0,MLO,328.8
1976,10,9,4,0,MLO,329.0
1976,10,16,3,0,MLO,329.6
1976,10,23,6,0,MLO,329.1
1976,10,30,7,0,MLO,329.0
1976,11,6,5,0,MLO,329.8
1976,11,13,5,0,MLO,330.4
1976,11,20,7,0,MLO,330.5
1976,11,27,7,0,MLO,330.7
1976,12,4,7,0,MLO,331.1
1976,12,11,6,0,MLO,331.3
1976,12,18,6,0,MLO,331.9
1976,12,25,7,0,MLO,332.2
1977,1,1,7,0,MLO,332.5
1977,1,8,7,0,MLO,332.4
1977,1,15,5,0,MLO,333.1
1977,1,22,7,0,MLO,333.2
1977,1,29,5,0,MLO,333.2
1977,2,5,5,0,MLO,333.4
1977,2,12,6,0,MLO,333.3
1977,2,19,7,0,MLO,333.4
1977,2,26,7,0,MLO,333.6
1977,3,5,6,0,MLO,334.1
1977,3,12,7,0,MLO,334.6
1977,3,19,7,0,MLO,335.1
1977,3,26,7,0,MLO,335.0
1977,4,2,7,0,MLO,335.5
1977,4,9,7,0,MLO,335.9
1977,4,16,7,0,MLO,336.0
1977,4,23,7,0,MLO,336.1
1977,4,30,7,0,MLO,336.7
1977,5,7,7,0,MLO,336.8
1977,5,14,7,0,MLO,336.4
1977,5,21,7,0,MLO,336.8
1977,5,28,7,0,MLO,336.7
1977,6,4,7,0,MLO,336.4
1977,6,11,6,0,MLO,336.3
1977,6,18,7,0,MLO,336.1
1977,6,25,7,0,MLO,336.0
1977,7,2,6,0,MLO,335.5
1977,7,9,6,0,MLO,335.1
1977,7,16,4,0,MLO,335.1
1977,7,23,5,0,MLO,334.6
1977,7,30,3,0,MLO,333.7
1977,8,6,7,0,MLO,333.0
1977,8,13,2,0,MLO,332.9
1977,8,20,1,0,MLO,332.8
1977,8,27,2,0,MLO,332.8
1977,9,3,3,0,MLO,332.1
1977,9,10,1,0,MLO,331.2
1977,9,17,2,0,MLO,332.1
1977,9,24,2,0,MLO,330.9
1977,10,1,3,0,MLO,330.4
1977,10,8,5,0,MLO,330.9
1977,10,15,4,0,MLO,331.5
1977,10,22,1,0,MLO,331.5
1977,10,29,2,0,MLO,331.7
1977,11,5,4,0,MLO,332.1
1977,11,12,2,0,MLO,332.0
1977,11,19,2,0,MLO,332.5
1977,11,26,5,0,MLO,332.8
1977,12,3,6,0,MLO,333.2
1977,12,10,6,0,MLO,333.5
1977,12,17,7,0,MLO,333.8
1977,12,24,6,0,MLO,334.2
1977,12,31,7,0,MLO,334.6
1978,1,7,7,0,MLO,334.2
1978,1,14,7,0,MLO,334.6
1978,1,21,7,0,MLO,335.4
1978,1,28,5,0,MLO,335.9
1978,2,4,7,0,MLO,335.0
1978,2,11,6,0,MLO,335.1
1978,2,18,7,0,MLO,335.6
1978,2,25,7,0,MLO,335.7
1978,3,4,7,0,MLO,336.2
1978,3,11,7,0,MLO,336.1
1978,3,18,5,0,MLO,336.8
1978,3,25,7,0,MLO,337.3
1978,4,1,4,0,MLO,337.0
1978,4,8,6,0,MLO,337.9
1978,4,15,6,0,MLO,337.9
1978,4,22,5,0,MLO,337.4
1978,4,29,7,0,MLO,338.0
1978,5,6,6,0,MLO,338.0
1978,5,13,7,0,MLO,338.1
1978,5,20,7,0,MLO,337.8
1978,5,27,7,0,MLO,337.9
1978,6,3,1,0,MLO,338.4
1978,6,10,2,0,MLO,338.2
1978,6,17,4,0,MLO,337.8
1978,6,24,5,0,MLO,337.3
1978,7,1,2,0,MLO,337.6
1978,7,8,6,0,MLO,336.7
1978,7,15,7,0,MLO,336.7
1978,7,22,7,0,MLO,335.9
1978,7,29,6,0,MLO,335.6
1978,8,5,7,0,MLO,335.1
1978,8,12,7,0,MLO,334.8
1978,8,19,2,0,MLO,334.4
1978,8,26,4,0,MLO,334.3
1978,9,2,4,0,MLO,333.8
1978,9,9,4,0,MLO,332.8
1978,9,16,5,0,MLO,332.1
1978,9,23,3,0,MLO,332.3
1978,9,30,6,0,MLO,332.7
1978,10,7,5,0,MLO,332.1
1978,10,14,4,0,MLO,332.4
1978,10,21,4,0,MLO,333.0
1978,10,28,3,0,MLO,333.1
1978,11,4,6,0,MLO,333.5
1978,11,11,5,0,MLO,333.8
1978,11,18,4,0,MLO,333.8
1978,11,25,5,0,MLO,334.2
1978,12,2,2,0,MLO,334.5
1978,12,9,6,0,MLO,334.8
1978,12,16,6,0,MLO,335.1
1978,12,23,6,0,MLO,335.1
1978,12,30,7,0,MLO,335.3
1979,1,6,7,0,MLO,335.3
1979,1,13,6,0,MLO,335.9
1979,1,20,7,0,MLO,336.8
1979,1,27,5,0,MLO,336.9
1979,2,3,6,0,MLO,336.9
1979,2,10,5,0,MLO,336.5
1979,2,17,7,0,MLO,336.7
1979,2,24,7,0,MLO,336.7
1979,3,3,6,0,MLO,337.1
1979,3,10,5,0,MLO,337.7
1979,3,17,4,0,MLO,337.4
1979,3,24,5,0,MLO,339.0
1979,3,31,7,0,MLO,338.8
1979,4,7,4,0,MLO,338.1
1979,4,14,7,0,MLO,338.6
1979,4,21,7,0,MLO,339.2
1979,4,28,6,0,MLO,339.6
1979,5,5,7,0,MLO,339.3
1979,5,12,5,0,MLO,338.8
1979,5,19,5,0,MLO,339.8
1979,5,26,7,0,MLO,339.6
1979,6,2,4,0,MLO,339.9
1979,6,9,6,0,MLO,339.5
1979,6,16,5,0,MLO,338.9
1979,6,23,5,0,MLO,338.9
1979,6,30,2,0,MLO,339.0
1979,7,7,4,0,MLO,338.2
1979,7,14,6,0,MLO,337.8
1979,7,21,6,0,MLO,337.3
1979,7,28,5,0,MLO,336.8
1979,8,4,5,0,MLO,337.0
1979,8,11,7,0,MLO,336.5
1979,8,18,6,0,MLO,336.1
1979,8,25,5,0,MLO,334.5
1979,9,1,7,0,MLO,334.4
1979,9,8,3,0,MLO,334.0
1979,9,15,4,0,MLO,334.2
1979,9,22,5,0,MLO,333.2
1979,9,29,5,0,MLO,334.1
1979,10,6,4,0,MLO,334.1
1979,10,13,6,0,MLO,333.9
1979,10,20,7,0,MLO,333.7
1979,10,27,5,0,MLO,334.1
1979,11,3,6,0,MLO,334.7
1979,11,10,6,0,MLO,334.8
1979,11,17,6,0,MLO,335.5
1979,11,24,5,0,MLO,335.6
1979,12,1,6,0,MLO,335.9
1979,12,8,4,0,MLO,336.5
1979,12,15,6,0,MLO,336.7
1979,12,22,6,0,MLO,336.8
1979,12,29,7,0,MLO,337.4
1980,1,5,7,0,MLO,337.6
1980,1,12,6,0,MLO,337.4
1980,1,19,7,0,MLO,338.3
1980,1,26,7,0,MLO,338.4
1980,2,2,6,0,MLO,338.0
1980,2,9,5,0,MLO,338.1
1980,2,16,7,0,MLO,338.6
1980,2,23,6,0,MLO,338.2
1980,3,1,6,0,MLO,339.3
1980,3,8,6,0,MLO,339.5
1980,3,15,6,0,MLO,340.0
1980,3,22,6,0,MLO,340.5
1980,3,29,7,0,MLO,341.0
1980,4,5,4,0,MLO,340.4
1980,4,12,4,0,MLO,340.9
1980,4,19,6,0,MLO,340.7
1980,4,26,6,0,MLO,341.0
1980,5,3,5,0,MLO,341.5
1980,5,10,6,0,MLO,341.3
1980,5,17,5,0,MLO,341.3
1980,5,24,5,0,MLO,340.9
1980,5,31,7,0,MLO,341.7
1980,6,7,3,0,MLO,341.3
1980,6,14,7,0,MLO,341.3
1980,6,21,6,0,MLO,340.8
1980,6,28,3,0,MLO,340.4
1980,7,5,6,0,MLO,340.4
1980,7,12,5,0,MLO,339.7
1980,7,19,3,0,MLO,338.5
1980,7,26,6,0,MLO,338.9
1980,8,2,6,0,MLO,337.9
1980,8,9,5,0,MLO,337.7
1980,8,16,4,0,MLO,337.7
1980,8,23,3,0,MLO,337.7
1980,8,30,3,0,MLO,337.0
1980,9,6,4,0,MLO,336.6
1980,9,13,4,0,MLO,335.7
1980,9,20,5,0,MLO,335.2
1980,9,27,4,0,MLO,336.0
1980,10,4,4,0,MLO,335.8
1980,10,11,7,0,MLO,335.8
1980,10,18,7,0,MLO,336.1
1980,10,25,5,0,MLO,336.4
1980,11,1,7,0,MLO,336.6
1980,11,8,7,0,MLO,336.9
1980,11,15,6,0,MLO,337.1
1980,11,22,7,0,MLO,337.3
1980,11,29,7,0,MLO,337.4
1980,12,6,4,0,MLO,337.7
1980,12,13,7,0,MLO,338.1
1980,12,20,7,0,MLO,338.3
1980,12,27,7,0,MLO,338.7
1981,1,3,7,0,MLO,338.9
1981,1,10,7,0,MLO,339.1
1981,1,17,7,0,MLO,339.3
1981,1,24,7,0,MLO,339.3
1981,1,31,6,0,MLO,339.5
1981,2,7,7,0,MLO,340.5
1981,2,14,4,0,MLO,340.0
1981,2,21,5,0,MLO,340.2
1981,2,28,6,0,MLO,341.1
1981,3,7,4,0,MLO,340.7
1981,3,14,6,0,MLO,341.0
1981,3,21,5,0,MLO,341.8
1981,3,28,6,0,MLO,342.1
1981,4,4,5,0,MLO,342.4
1981,4,11,6,0,MLO,342.4
1981,4,18,7,0,MLO,342.7
1981,4,25,7,0,MLO,342.3
1981,5,2,7,0,MLO,342.9
1981,5,9,7,0,MLO,343.0
1981,5,16,7,0,MLO,342.8
1981,5,23,7,0,MLO,342.7
1981,5,30,7,0,MLO,342.7
1981,6,6,7,0,MLO,342.6
1981,6,13,7,0,MLO,342.5
1981,6,20,7,0,MLO,341.8
1981,6,27,5,0,MLO,341.6
1981,7,4,5,0,MLO,341.0
1981,7,11,7,0,MLO,340.8
1981,7,18,4,0,MLO,339.7
1981,7,25,4,0,MLO,340.2
1981,8,1,5,0,MLO,339.5
1981,8,8,5,0,MLO,338.9
1981,8,15,6,0,MLO,338.4
1981,8,22,5,0,MLO,337.5
1981,8,29,4,0,MLO,337.7
1981,9,5,7,0,MLO,337.2
1981,9,12,3,0,MLO,337.0
1981,9,19,7,0,MLO,336.7
1981,9,26,5,0,MLO,335.9
1981,10,3,6,0,MLO,336.3
1981,10,10,4,0,MLO,336.6
1981,10,17,7,0,MLO,337.1
1981,10,24,5,0,MLO,337.2
1981,10,31,6,0,MLO,337.5
1981,11,7,6,0,MLO,337.8
1981,11,14,6,0,MLO,338.1
1981,11,21,4,0,MLO,338.5
1981,11,28,6,0,MLO,339.3
1981,12,5,5,0,MLO,339.2
1981,12,12,7,0,MLO,339.4
1981,12,19,6,0,MLO,339.6
1981,12,26,4,0,MLO,340.2
1982,1,2,5,0,MLO,340.2
1982,1,9,7,0,MLO,340.3
1982,1,16,5,0,MLO,340.7
1982,1,23,6,0,MLO,341.1
1982,1,30,7,0,MLO,341.2
1982,2,6,7,0,MLO,341.9
1982,2,13,6,0,MLO,341.1
1982,2,20,4,0,MLO,341.1
1982,2,27,5,0,MLO,342.1
1982,3,6,6,0,MLO,342.6
1982,3,13,4,0,MLO,342.6
1982,3,20,1,0,MLO,342.7
1982,3,27,4,0,MLO,342.8
1982,4,3,6,0,MLO,342.9
1982,4,10,6,0,MLO,343.3
1982,4,17,6,0,MLO,343.5
1982,4,24,5,0,MLO,344.2
1982,5,1,4,0,MLO,343.8
1982,5,8,1,0,MLO,343.6
1982,5,15,3,0,MLO,344.2
1982,5,22,6,0,MLO,344.1
1982,5,29,6,0,MLO,344.1
1982,6,5,6,0,MLO,343.4
1982,6,12,7,0,MLO,343.5
1982,6,19,3,0,MLO,343.4
1982,6,26,4,0,MLO,342.9
1982,7,3,7,0,MLO,342.5
1982,7,10,6,0,MLO,342.0
1982,7,17,5,0,MLO,342.0
1982,7,24,4,0,MLO,341.8
1982,7,31,6,0,MLO,341.3
1982,8,7,6,0,MLO,340.5
1982,8,14,6,0,MLO,340.0
1982,8,21,3,0,MLO,339.7
1982,8,28,5,0,MLO,338.3
1982,9,4,5,0,MLO,338.8
1982,9,11,6,0,MLO,338.6
1982,9,18,2,0,MLO,337.8
1982,9,25,6,0,MLO,336.9
1982,10,2,4,0,MLO,337.3
1982,10,9,5,0,MLO,338.0
1982,10,16,4,0,MLO,337.6
1982,10,23,4,0,MLO,337.9
1982,10,30,5,0,MLO,338.7
1982,11,6,5,0,MLO,338.4
1982,11,13,6,0,MLO,339.2
1982,11,20,6,0,MLO,339.7
1982,11,27,4,0,MLO,339.8
1982,12,4,6,0,MLO,339.8
1982,12,11,5,0,MLO,340.4
1982,12,18,7,0,MLO,340.7
1982,12,25,5,0,MLO,340.8
1983,1,1,5,0,MLO,340.9
1983,1,8,5,0,MLO,341.4
1983,1,15,6,0,MLO,341.5
1983,1,22,7,0,MLO,341.2
1983,1,29,7,0,MLO,341.7
1983,2,5,6,0,MLO,342.0
1983,2,12,7,0,MLO,342.7
1983,2,19,6,0,MLO,342.5
1983,2,26,6,0,MLO,342.8
1983,3,5,7,0,MLO,342.3
1983,3,12,7,0,MLO,342.5
1983,3,19,5,0,MLO,344.0
1983,3,26,5,0,MLO,343.8
1983,4,2,7,0,MLO,344.0
1983,4,9,6,0,MLO,344.8
1983,4,16,7,0,MLO,345.0
1983,4,23,7,0,MLO,345.3
1983,4,30,7,0,MLO,345.4
1983,5,7,5,0,MLO,345.4
1983,5,14,6,0,MLO,345.7
1983,5,21,6,0,MLO,345.8
1983,5,28,7,0,MLO,345.7
1983,6,4,5,0,MLO,345.6
1983,6,11,5,0,MLO,345.6
1983,6,18,7,0,MLO,345.0
1983,6,25,6,0,MLO,344.9
1983,7,2,6,0,MLO,344.7
1983,7,9,4,0,MLO,344.5
1983,7,16,3,0,MLO,343.7
1983,7,23,6,0,MLO,343.6
1983,7,30,4,0,MLO,342.6
1983,8,6,5,0,MLO,343.0
1983,8,13,2,0,MLO,341.7
1983,8,20,3,0,MLO,342.1
1983,8,27,6,0,MLO,341.8
1983,9,3,3,0,MLO,339.9
1983,9,10,5,0,MLO,339.9
1983,9,17,5,0,MLO,339.8
1983,9,24,4,0,MLO,339.9
1983,10,1,6,0,MLO,339.8
1983,10,8,7,0,MLO,339.7
1983,10,15,6,0,MLO,340.1
1983,10,22,6,0,MLO,340.2
1983,10,29,7,0,MLO,340.3
1983,11,5,7,0,MLO,340.8
1983,11,12,7,0,MLO,341.0
1983,11,19,6,0,MLO,341.1
1983,11,26,7,0,MLO,341.7
1983,12,3,6,0,MLO,341.8
1983,12,10,2,0,MLO,342.8
1983,12,17,7,0,MLO,343.3
1983,12,24,7,0,MLO,343.6
1983,12,31,7,0,MLO,343.4
1984,1,7,7,0,MLO,343.7
1984,1,14,5,0,MLO,343.4
1984,1,21,5,0,MLO,343.5
1984,1,28,5,0,MLO,344.1
1984,2,4,5,0,MLO,344.3
1984,2,11,7,0,MLO,344.5
1984,2,18,5,0,MLO,344.3
1984,2,25,6,0,MLO,344.6
1984,3,3,7,0,MLO,344.8
1984,3,10,6,0,MLO,344.9
1984,3,17,6,0,MLO,345.4
1984,3,24,5,0,MLO,345.6
1984,4,28,2,0,MLO,347.4
1984,5,5,6,0,MLO,347.4
1984,5,12,3,0,MLO,347.7
1984,5,19,5,0,MLO,347.3
1984,5,26,5,0,MLO,347.0
1984,6,2,5,0,MLO,347.0
1984,6,9,6,0,MLO,347.0
1984,6,16,3,0,MLO,346.8
1984,6,23,5,0,MLO,346.3
1984,6,30,6,0,MLO,346.2
1984,7,7,4,0,MLO,345.8
1984,7,14,5,0,MLO,345.4
1984,7,21,3,0,MLO,345.2
1984,7,28,6,0,MLO,344.4
1984,8,4,2,0,MLO,344.0
1984,8,11,2,0,MLO,344.1
1984,8,18,5,0,MLO,343.1
1984,8,25,3,0,MLO,342.0
1984,9,1,3,0,MLO,341.6
1984,9,8,6,0,MLO,340.6
1984,9,15,6,0,MLO,341.3
1984,9,22,6,0,MLO,341.3
1984,9,29,3,0,MLO,340.8
1984,10,6,5,0,MLO,341.1
1984,10,13,4,0,MLO,341.3
1984,10,20,1,0,MLO,341.9
1984,10,27,5,0,MLO,341.6
1984,11,3,5,0,MLO,342.0
1984,11,10,6,0,MLO,342.6
1984,11,17,6,0,MLO,343.1
1984,11,24,6,0,MLO,343.7
1984,12,1,4,0,MLO,343.6
1984,12,8,6,0,MLO,343.9
1984,12,15,4,0,MLO,344.2
1984,12,22,5,0,MLO,344.5
1984,12,29,3,0,MLO,344.5
1985,1,5,7,0,MLO,344.7
1985,1,12,6,0,MLO,345.0
1985,1,19,7,0,MLO,345.0
1985,1,26,5,0,MLO,345.0
1985,2,2,5,0,MLO,345.9
1985,2,9,4,0,MLO,345.5
1985,2,16,5,0,MLO,345.8
1985,2,23,5,0,MLO,346.3
1985,3,2,6,0,MLO,346.7
1985,3,9,6,0,MLO,347.1
1985,3,16,7,0,MLO,347.5
1985,3,23,4,0,MLO,347.7
1985,3,30,5,0,MLO,348.2
1985,4,6,7,0,MLO,348.0
1985,4,13,4,0,MLO,348.0
1985,4,20,5,0,MLO,348.5
1985,4,27,4,0,MLO,348.8
1985,5,4,5,0,MLO,348.8
1985,5,11,5,0,MLO,349.3
1985,5,18,7,0,MLO,349.1
1985,5,25,6,0,MLO,348.1
1985,6,1,4,0,MLO,349.0
1985,6,8,7,0,MLO,348.4
1985,6,15,3,0,MLO,348.2
1985,6,22,5,0,MLO,347.9
1985,6,29,6,0,MLO,347.4
1985,7,6,6,0,MLO,346.9
1985,7,13,5,0,MLO,346.8
1985,7,20,3,0,MLO,346.4
1985,7,27,6,0,MLO,345.7
1985,8,10,6,0,MLO,344.7
1985,8,17,3,0,MLO,344.5
1985,8,24,5,0,MLO,344.3
1985,8,31,5,0,MLO,343.7
1985,9,7,5,0,MLO,344.2
1985,9,14,6,0,MLO,343.3
1985,9,21,5,0,MLO,342.4
1985,9,28,5,0,MLO,342.1
1985,10,5,4,0,MLO,342.4
1985,10,12,4,0,MLO,342.5
1985,10,19,7,0,MLO,343.1
1985,10,26,6,0,MLO,343.2
1985,11,2,5,0,MLO,343.3
1985,11,9,5,0,MLO,343.7
1985,11,16,7,0,MLO,344.2
1985,11,23,6,0,MLO,344.6
1985,11,30,6,0,MLO,345.3
1985,12,7,5,0,MLO,345.3
1985,12,14,6,0,MLO,345.6
1985,12,21,6,0,MLO,345.1
1985,12,28,7,0,MLO,346.3
1986,1,4,4,0,MLO,346.4
1986,1,11,7,0,MLO,346.0
1986,1,18,4,0,MLO,346.2
1986,1,25,7,0,MLO,346.4
1986,2,1,6,0,MLO,346.2
1986,2,8,6,0,MLO,346.8
1986,2,15,7,0,MLO,347.1
1986,2,22,7,0,MLO,347.2
1986,3,1,7,0,MLO,347.0
1986,3,8,3,0,MLO,346.6
1986,3,15,6,0,MLO,347.2
1986,3,22,6,0,MLO,349.1
1986,3,29,6,0,MLO,348.8
1986,4,5,7,0,MLO,349.2
1986,4,12,4,0,MLO,349.4
1986,4,19,6,0,MLO,349.3
1986,4,26,6,0,MLO,350.2
1986,5,3,4,0,MLO,349.9
1986,5,10,5,0,MLO,350.1
1986,5,17,5,0,MLO,350.2
1986,5,24,6,0,MLO,350.1
1986,5,31,6,0,MLO,350.1
1986,6,7,4,0,MLO,349.7
1986,6,14,6,0,MLO,349.5
1986,6,21,7,0,MLO,349.4
1986,6,28,7,0,MLO,348.9
1986,7,5,7,0,MLO,348.6
1986,7,12,5,0,MLO,347.7
1986,7,19,6,0,MLO,347.6
1986,7,26,6,0,MLO,347.4
1986,8,2,3,0,MLO,346.6
1986,8,9,5,0,MLO,346.2
1986,8,16,7,0,MLO,345.5
1986,8,23,5,0,MLO,345.6
1986,8,30,4,0,MLO,345.2
1986,9,6,4,0,MLO,345.0
1986,9,13,7,0,MLO,345.3
1986,9,20,5,0,MLO,344.4
1986,9,27,6,0,MLO,344.5
1986,10,4,7,0,MLO,343.9
1986,10,11,7,0,MLO,344.1
1986,10,18,3,0,MLO,343.9
1986,10,25,7,0,MLO,344.5
1986,11,1,6,0,MLO,345.1
1986,11,8,5,0,MLO,345.3
1986,11,15,7,0,MLO,345.6
1986,11,22,6,0,MLO,345.7
1986,11,29,7,0,MLO,346.4
1986,12,6,7,0,MLO,346.9
1986,12,13,7,0,MLO,346.7
1986,12,20,7,0,MLO,346.9
1986,12,27,6,0,MLO,347.0
1987,1,3,6,0,MLO,347.6
1987,1,10,6,0,MLO,348.3
1987,1,17,7,0,MLO,348.2
1987,1,24,5,0,MLO,347.9
1987,1,31,6,0,MLO,348.0
1987,2,7,7,0,MLO,347.9
1987,2,14,6,0,MLO,348.2
1987,2,21,7,0,MLO,348.5
1987,2,28,7,0,MLO,349.4
1987,3,7,7,0,MLO,348.8
1987,3,14,7,0,MLO,349.2
1987,3,21,7,0,MLO,349.7
1987,3,28,7,0,MLO,350.2
1987,4,4,6,0,MLO,350.8
1987,4,11,5,0,MLO,350.2
1987,4,18,7,0,MLO,351.1
1987,4,25,7,0,MLO,351.3
1987,5,2,6,0,MLO,351.4
1987,5,9,7,0,MLO,352.0
1987,5,16,7,0,MLO,351.7
1987,5,23,7,0,MLO,351.9
1987,5,30,7,0,MLO,351.7
1987,6,6,6,0,MLO,351.6
1987,6,13,7,0,MLO,351.1
1987,6,20,6,0,MLO,351.0
1987,6,27,5,0,MLO,350.9
1987,7,4,7,0,MLO,349.7
1987,7,11,7,0,MLO,349.8
